,,"synergy
","antagonism
"
(+\\/-)-SULFINPYRAZONE,TRIFLUPROMAZINE,0.0,1.0
(+\\/-)-SULFINPYRAZONE,TRIHEXYPHENIDYL,1.0,0.0
(+\\/-)-SULFINPYRAZONE,TRILOSTANE,0.0,1.0
(+\\/-)-SULFINPYRAZONE,TRIMETHOBENZAMIDE,1.0,0.0
(+\\/-)-SULFINPYRAZONE,TRIMETHOPRIM,0.0,1.0
(+\\/-)-SULFINPYRAZONE,TRIOXSALEN,0.0,1.0
(+\\/-)-SULFINPYRAZONE,ULIPRISTAL ACETATE,0.0,1.0
(+\\/-)-SULFINPYRAZONE,VALPROIC ACID,0.0,1.0
(+\\/-)-SULFINPYRAZONE,VARENICLINE,0.0,1.0
(+\\/-)-SULFINPYRAZONE,VECURONIUM BROMIDE,0.0,1.0
(+\\/-)-SULFINPYRAZONE,VINBLASTINE,0.0,1.0
(+\\/-)-SULFINPYRAZONE,ZAFIRLUKAST,0.0,1.0
(+\\/-)-SULFINPYRAZONE,ZALCITABINE,0.0,1.0
(+\\/-)-SULFINPYRAZONE,ZALEPLON,0.0,1.0
(+\\/-)-SULFINPYRAZONE,ZILEUTON,0.0,1.0
(+\\/-)-SULFINPYRAZONE,ZOLINZA,1.0,0.0
(+\\/-)-SULFINPYRAZONE,ZONISAMIDE,0.0,1.0
(-)-BLEBBISTATIN,717906-29-1,0.0,1.0
(-)-BLEBBISTATIN,PANOBINOSTAT,0.0,1.0
(-)-BLEBBISTATIN,TEMOZOLOMIDE,1.0,0.0
(-)-Blebbistatin,PF-431396,0.0,1.0
(-)-Blebbistatin,Panobinostat,0.0,1.0
(-)-EPIGALLOCATECHIN GALLATE,TEMOZOLOMIDE,1.0,0.0
(-)-Ethyl apovincaminate,ALISERTIB (MLN8237),1.0,0.0
(-)-Ethyl apovincaminate,BEZ-235,1.0,0.0
(-)-Ethyl apovincaminate,CARFILZOMIB (PR-171),1.0,0.0
(-)-Ethyl apovincaminate,CHLOROQUINE,1.0,0.0
(-)-Ethyl apovincaminate,CHLOROXINE,1.0,0.0
(-)-Ethyl apovincaminate,DASATINIB,1.0,0.0
(-)-Ethyl apovincaminate,DORSOMORPHIN,1.0,0.0
(-)-Ethyl apovincaminate,FLAVOPIRIDOL HCL,0.0,1.0
(-)-Ethyl apovincaminate,Fingolimod,0.0,1.0
(-)-Ethyl apovincaminate,GEFITINIB,1.0,0.0
(-)-Ethyl apovincaminate,Luminespib,1.0,0.0
(-)-Ethyl apovincaminate,NCGC00017254-02,0.0,1.0
(-)-Ethyl apovincaminate,NICLOSAMIDE,0.0,1.0
(-)-Ethyl apovincaminate,TRAMETINIB (GSK1120212),1.0,0.0
(-)-Gossypol,PF-431396,0.0,1.0
(-)-HUPERZINE A (HUPA),TEMOZOLOMIDE,1.0,0.0
(-)-MK 801 MALEATE,TEMOZOLOMIDE,0.0,1.0
(6-)E-<U+200B>AMINOCAPROIC ACID,TEMOZOLOMIDE,1.0,0.0
(Phenylindolyl)maleimide deriv. 79,717906-29-1,0.0,1.0
(R)-(-)-Rolipram,717906-29-1,0.0,1.0
(±)-Taxifolin,Marizomib / Salinosporamide A,0.0,1.0
1-(1-Naphthylmethyl)piperazine,RUXOLITINIB,1.0,0.0
1-(4-Fluorophenyl)-3-(3-(4-fluorophenyl)-3-hydroxypropyl)-4-(4-hydroxyphenyl)azetidin-2-one,717906-29-1,1.0,0.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,34793-34-5,1.0,15.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,5-FLUORO-2\'-DEOXYURIDINE,3.0,19.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,5-FU,7.0,38.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ABIRATERONE,5.0,16.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ACTINOMYCIN D,5.0,14.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ADM HYDROCHLORIDE,0.0,76.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ALLOPURINOL,6.0,10.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ALTRETAMINE,2.0,8.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,AMIFOSTINE,3.0,9.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,AMINOLEVULINIC ACID HYDROCHLORIDE,9.0,10.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ANASTROZOLE,9.0,22.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ANTIBIOTIC AD 32,1.0,20.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ANTIBIOTIC AY 22989,3.0,20.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ARSENIC TRIOXIDE,3.0,18.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,AXITINIB,11.0,19.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,AZACYTIDINE,1.0,41.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,BENDAMUSTINE HYDROCHLORIDE,7.0,24.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,BLEOMYCIN,1.0,16.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,BORTEZOMIB,0.0,10.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,BUSULFAN,0.0,15.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CABAZITAXEL,6.0,1.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CARBOPLATIN,3.0,21.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CARMUSTINE,3.0,19.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CELECOXIB,4.0,19.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CHEMBL17639,1.0,24.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CHEMBL277800,2.0,24.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CHLORAMBUCIL,0.0,44.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CISPLATINO,0.0,19.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CO-V,5.0,16.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CRIZOTINIB,6.0,21.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CYCLOPHOSPHAMIDE,4.0,8.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,CYTARABINE HYDROCHLORIDE,2.0,20.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,DACARBAZINE,4.0,25.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,DASATINIB,2.0,22.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,DAUNORUBICIN HYDROCHLORIDE,4.0,15.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,DEXRAZOXANE,6.0,23.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,DOCETAXEL,12.0,14.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ELOXATIN (TN) (SANOFI SYNTHELAB),0.0,24.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,EMCYT (PHARMACIA),3.0,20.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ERLOTINIB HYDROCHLORIDE,6.0,9.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,EXEMESTANE,2.0,18.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,FLUDARABINE BASE,3.0,18.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,FULVESTRANT,6.0,24.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,GEFITINIB,3.0,20.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,GEMZAR (LILLY),1.0,29.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,HYDROXYUREA,5.0,29.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,IFOSFAMIDE,3.0,12.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,IMATINIB,1.0,12.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,IMIQUIMOD,6.0,19.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,IXABEPILONE,3.0,2.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,LAPATINIB,0.0,26.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,LENALIDOMIDE,7.0,23.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,LETROZOLE,3.0,13.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,LOMUSTINE,4.0,23.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,MECHLORETHAMINE HYDROCHLORIDE,0.0,21.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,MEGESTROL ACETATE,6.0,9.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,MELPHALAN HYDROCHLORIDE,2.0,25.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,MERCAPTOPURINE,3.0,24.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,METHOTREXATE,2.0,23.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,METHOXSALEN,4.0,7.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,MITOMYCINE,0.0,21.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,MITOTANE,37.0,24.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,MITOXANTRONE,1.0,21.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,NAVELBINE DITARTRATE (TN),4.0,11.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,NILOTINIB,1.0,9.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,NSC 85998,3.0,16.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,NSC-127716,2.0,11.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,NSC141540,1.0,23.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,NSC256439,0.0,27.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,NSC733504,2.0,26.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,PACLITAXEL,2.0,23.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,PAZOPANIB HYDROCHLORIDE,14.0,14.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,PEMETREXED,3.0,20.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,PIPOBROMAN,1.0,14.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,PLICAMYCIN,1.0,20.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,PRALATREXATE,3.0,8.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,PROCARBAZINE HYDROCHLORIDE,8.0,10.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,QUINACRINE HYDROCHLORIDE,1.0,10.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,RALOXIFENE,6.0,15.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ROMIDEPSIN,0.0,24.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,RUXOLITINIB,4.0,13.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,SN-38,1.0,13.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,SORAFENIB,6.0,21.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,SUNITINIB,2.0,29.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,TAMOXIFEN CITRATE,3.0,18.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,TEMOZOLOMIDE,1.0,18.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,TENIPOSIDE,4.0,11.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,THALIDOMIDE,4.0,6.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,THIOGUANINE,1.0,24.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,THIOTEPA,3.0,19.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,TOPOTECAN HYDROCHLORIDE,1.0,22.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,TRETINOIN,3.0,13.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,TRIETHYLENEMELAMINE,0.0,17.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,URACIL MUSTARD,5.0,22.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,VANDETANIB,5.0,21.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,VEMURAFENIB,5.0,16.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,VINBLASTINE SULFATE,5.0,17.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,VINCRISTINE SULFATE,5.0,15.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,VISMODEGIB,7.0,20.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ZOLEDRONIC ACID,8.0,17.0
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,ZOLINZA,0.0,27.0
1-DOCOSANOL,MARIZOMIB,0.0,1.0
1-HEXADECANOL,TEMOZOLOMIDE,1.0,0.0
1-Methyl-D-tryptophan,717906-29-1,0.0,1.0
1-Methyl-D-tryptophan,MARIZOMIB,0.0,1.0
1-beta-D-Xylofuranosyluracil,717906-29-1,0.0,1.0
10-DEACETYLBACCATIN-III,TEMOZOLOMIDE,1.0,0.0
10-Deacetylbaccatin,PF-431396,0.0,1.0
10-Deacetylbaccatin,Panobinostat,1.0,0.0
10-Deacetylbaccatin III,PANOBINOSTAT,1.0,0.0
10-Hydroxycamptothecin,PANOBINOSTAT,1.0,0.0
10-Hydroxycamptothecin,RUXOLITINIB,1.0,0.0
10-epi-Aclacinomycin A,PANOBINOSTAT,1.0,0.0
10-hydroxycamptothecin,Panobinostat,1.0,0.0
10-hydroxycamptothecin,Ruxolitinib,1.0,0.0
10058-F4,MARIZOMIB,1.0,0.0
10058-F4,Marizomib / Salinosporamide A,1.0,0.0
10058-F4,TEMOZOLOMIDE,1.0,0.0
10074-G5,PANOBINOSTAT,1.0,0.0
10074-G5,Panobinostat,1.0,0.0
10074-G5,RUXOLITINIB,1.0,0.0
10074-G5,Ruxolitinib,1.0,0.0
10356-76-0,1088965-37-0,1.0,0.0
10356-76-0,71555-25-4,1.0,0.0
10356-76-0,717906-29-1,0.0,1.0
10356-76-0,ABT-263 (NAVITOCLAX),2.0,0.0
10356-76-0,AC1L2QK3,1.0,0.0
10356-76-0,AK-77283,1.0,0.0
10356-76-0,AK170455,2.0,0.0
10356-76-0,AVN-944,0.0,1.0
10356-76-0,AZD1775,12.0,0.0
10356-76-0,BARDOXOLONE METHYL,0.0,1.0
10356-76-0,BGT-226 free base,1.0,0.0
10356-76-0,BMS-3,0.0,1.0
10356-76-0,BUPARLISIB,1.0,0.0
10356-76-0,CARFILZOMIB (PR-171),0.0,1.0
10356-76-0,CHEMBL3188944,0.0,1.0
10356-76-0,CHEMBL3348822,1.0,1.0
10356-76-0,CHEMBL3348887,1.0,0.0
10356-76-0,CHEMBL3348985,1.0,0.0
10356-76-0,CHEMBL3348991,1.0,1.0
10356-76-0,CYCLOHEXIMIDE,0.0,1.0
10356-76-0,CYTIDINE,1.0,0.0
10356-76-0,DANUSERTIB (PHA-739358),1.0,0.0
10356-76-0,DISULFIRAM,1.0,1.0
10356-76-0,KX2-391,0.0,1.0
10356-76-0,MITOMYCINE,0.0,1.0
10356-76-0,MK-2206,1.0,1.0
10356-76-0,MK-4827,3.0,0.0
10356-76-0,NCGC00163548-02,0.0,1.0
10356-76-0,NCGC00164600-03,0.0,1.0
10356-76-0,NCGC00346661-01,0.0,4.0
10356-76-0,Nintedanib,0.0,1.0
10356-76-0,OLAPARIB,1.0,5.0
10356-76-0,OSI-027,0.0,1.0
10356-76-0,PF-04929113 (SNX-5422),1.0,0.0
10356-76-0,PRALATREXATE,0.0,2.0
10356-76-0,SCHEMBL224883,1.0,0.0
10356-76-0,SCHEMBL2929203,0.0,1.0
10356-76-0,SCHEMBL82368,1.0,1.0
10356-76-0,VINCRISTINE,2.0,0.0
10356-76-0,Visudyne,0.0,1.0
10356-76-0,ZINC17545571,0.0,1.0
10356-76-0,thapsigargin,3.0,2.0
1037624-75-1,PANOBINOSTAT,1.0,0.0
1044870-39-4,MARIZOMIB,0.0,1.0
1047953-91-2,RUXOLITINIB,0.0,1.0
1061318-81-7,MARIZOMIB,1.0,0.0
1061318-81-7,PANOBINOSTAT,1.0,0.0
1062368-24-4,717906-29-1,1.0,0.0
1062368-24-4,PANOBINOSTAT,1.0,0.0
1062368-24-4,RUXOLITINIB,1.0,0.0
1072959-67-1,717906-29-1,0.0,1.0
1072959-67-1,PANOBINOSTAT,1.0,0.0
1072959-67-1,RUXOLITINIB,0.0,1.0
108341-18-0,PANOBINOSTAT,1.0,0.0
108740-89-2,MARIZOMIB,1.0,0.0
108740-89-2,PANOBINOSTAT,1.0,0.0
1088965-37-0,200484-11-3,0.0,1.0
1088965-37-0,71555-25-4,1.0,0.0
1088965-37-0,717906-29-1,0.0,1.0
1088965-37-0,ABT-263 (NAVITOCLAX),5.0,0.0
1088965-37-0,AEE788 (NVP-AEE788),1.0,0.0
1088965-37-0,AK-77283,1.0,0.0
1088965-37-0,AK170455,1.0,0.0
1088965-37-0,AT7519,0.0,1.0
1088965-37-0,AZD1775,0.0,1.0
1088965-37-0,BARDOXOLONE METHYL,2.0,0.0
1088965-37-0,BGT-226 free base,2.0,0.0
1088965-37-0,BMS-3,0.0,1.0
1088965-37-0,CHEMBL3348822,2.0,0.0
1088965-37-0,CHEMBL3348887,3.0,0.0
1088965-37-0,CHEMBL3348991,1.0,0.0
1088965-37-0,CHEMBL3923667,0.0,1.0
1088965-37-0,CYTIDINE,2.0,0.0
1088965-37-0,DANUSERTIB (PHA-739358),0.0,4.0
1088965-37-0,Leptomycin B,0.0,1.0
1088965-37-0,Luminespib,0.0,1.0
1088965-37-0,MARIZOMIB,0.0,1.0
1088965-37-0,MK-2206,0.0,1.0
